HGNC ID	Approved symbol	Status
HGNC:340	AGTRL2	Entry Withdrawn
HGNC:341	AGXT	Approved
HGNC:14412	AGXT2	Approved
HGNC:342	AHC	Symbol Withdrawn
HGNC:24618	AHCTF1	Approved
HGNC:24620	AHCTF1P1	Approved
HGNC:343	AHCY	Approved
HGNC:344	AHCYL1	Approved
HGNC:22204	AHCYL2	Approved
HGNC:44993	AHCYP1	Approved
HGNC:44994	AHCYP2	Approved
HGNC:44995	AHCYP3	Approved
HGNC:44996	AHCYP4	Approved
HGNC:44997	AHCYP5	Approved
HGNC:44998	AHCYP6	Approved
HGNC:44999	AHCYP7	Approved
HGNC:45000	AHCYP8	Approved
HGNC:25230	AHDC1	Approved
HGNC:345	AHDS	Symbol Withdrawn
HGNC:21575	AHI1	Approved
HGNC:347	AHNAK	Approved
HGNC:20125	AHNAK2	Approved
HGNC:348	AHR	Approved
HGNC:346	AHRR	Approved
HGNC:1189	AHSA1	Approved
HGNC:20437	AHSA2P	Approved
HGNC:349	AHSG	Approved
HGNC:18075	AHSP	Approved
HGNC:350	AIC	Entry Withdrawn
HGNC:13203	AICDA	Approved
HGNC:25761	AIDA	Approved
HGNC:351	AIED	Symbol Withdrawn
HGNC:352	AIF1	Approved
HGNC:28904	AIF1L	Approved
HGNC:8768	AIFM1	Approved
HGNC:44884	AIFM1P1	Approved
HGNC:21411	AIFM2	Approved
HGNC:26398	AIFM3	Approved
HGNC:21607	AIG1	Approved
HGNC:43926	AIG1P1	Approved
HGNC:353	AIH1	Symbol Withdrawn
HGNC:354	AIH2	Symbol Withdrawn
HGNC:355	AIH3	Entry Withdrawn
HGNC:357	AIM2	Approved
HGNC:10648	AIMP1	Approved
HGNC:16543	AIMP1P1	Approved
HGNC:43693	AIMP1P2	Approved
HGNC:20609	AIMP2	Approved
HGNC:358	AIP	Approved
HGNC:359	AIPL1	Approved
HGNC:360	AIRE	Approved
HGNC:34515	AIRN	Approved
HGNC:16304	AIS1	Entry Withdrawn
HGNC:23054	AIS2	Entry Withdrawn
HGNC:23083	AIS3	Entry Withdrawn
HGNC:30801	AJAP1	Approved
HGNC:37284	AJM1	Approved
HGNC:20250	AJUBA	Approved
HGNC:361	AK1	Approved
HGNC:362	AK2	Approved
HGNC:24037	AK2P1	Approved
HGNC:33542	AK2P2	Approved
HGNC:17376	AK3	Approved
HGNC:31099	AK3P2	Approved
HGNC:39062	AK3P3	Approved
HGNC:39063	AK3P4	Approved
HGNC:39064	AK3P5	Approved
HGNC:39065	AK3P6	Approved
HGNC:363	AK4	Approved
HGNC:364	AK4P1	Approved
HGNC:39066	AK4P2	Approved
HGNC:21596	AK4P3	Approved
HGNC:39067	AK4P4	Approved
HGNC:39068	AK4P5	Approved
HGNC:39069	AK4P6	Approved
HGNC:365	AK5	Approved
HGNC:49151	AK6	Approved
HGNC:366	AK6	Symbol Withdrawn
HGNC:51678	AK6P1	Approved
HGNC:51679	AK6P2	Approved
HGNC:20091	AK7	Approved
HGNC:26526	AK8	Approved
HGNC:33814	AK9	Approved
HGNC:28285	AKAIN1	Approved
HGNC:367	AKAP1	Approved
HGNC:372	AKAP2	Approved
HGNC:373	AKAP3	Approved
HGNC:374	AKAP4	Approved
HGNC:375	AKAP5	Approved
HGNC:376	AKAP6	Approved
HGNC:377	AKAP7	Approved
HGNC:378	AKAP8	Approved
HGNC:29857	AKAP8L	Approved
HGNC:49758	AKAP8P1	Approved
HGNC:379	AKAP9	Approved
HGNC:368	AKAP10	Approved
HGNC:369	AKAP11	Approved
HGNC:39939	AKAP11-IT1	Entry Withdrawn
HGNC:370	AKAP12	Approved
HGNC:371	AKAP13	Approved
HGNC:24061	AKAP14	Approved
HGNC:18783	AKAP17A	Approved
HGNC:38514	AKAP17BP	Approved
HGNC:21618	AKD2	Symbol Withdrawn
HGNC:1170	AKIP1	Approved
HGNC:25744	AKIRIN1	Approved
HGNC:50794	AKIRIN1P1	Approved
HGNC:50797	AKIRIN1P2	Approved
HGNC:21407	AKIRIN2	Approved
HGNC:28822	AKIRIN2-AS1	Entry Withdrawn
HGNC:50796	AKIRIN2P1	Approved
HGNC:24108	AKNA	Approved
HGNC:28398	AKNAD1	Approved
HGNC:380	AKR1A1	Approved
HGNC:381	AKR1B1	Approved
HGNC:420	AKR1B1P1	Approved
HGNC:425	AKR1B1P2	Approved
HGNC:422	AKR1B1P3	Approved
HGNC:423	AKR1B1P4	Approved
HGNC:20002	AKR1B1P5	Approved
HGNC:33498	AKR1B1P6	Approved
HGNC:33497	AKR1B1P7	Approved
HGNC:33496	AKR1B1P8	Approved
HGNC:382	AKR1B10	Approved
HGNC:45062	AKR1B10P1	Approved
HGNC:45063	AKR1B10P2	Approved
HGNC:383	AKR1B11	Symbol Withdrawn
HGNC:37281	AKR1B15	Approved
HGNC:384	AKR1C1	Approved
HGNC:385	AKR1C2	Approved
HGNC:386	AKR1C3	Approved
HGNC:387	AKR1C4	Approved
HGNC:44679	AKR1C5P	Approved
HGNC:44680	AKR1C6P	Approved
HGNC:44681	AKR1C7P	Approved
HGNC:23469	AKR1C8P	Approved
HGNC:388	AKR1D1	Approved
HGNC:11288	AKR1D1P1	Approved
HGNC:23437	AKR1E2	Approved
HGNC:389	AKR7A2	Approved
HGNC:24062	AKR7A2P1	Approved
HGNC:390	AKR7A3	Approved
HGNC:24056	AKR7L	Approved
HGNC:391	AKT1	Approved
HGNC:28426	AKT1S1	Approved
HGNC:392	AKT2	Approved
HGNC:393	AKT3	Approved
HGNC:41304	AKT3-IT1	Approved
HGNC:16710	AKTIP	Approved
HGNC:394	AKU	Symbol Withdrawn
HGNC:395	ALAD	Approved
HGNC:396	ALAS1	Approved
HGNC:397	ALAS2	Approved
HGNC:398	ALAS3	Symbol Withdrawn
HGNC:399	ALB	Approved
HGNC:400	ALCAM	Approved
HGNC:401	ALD	Symbol Withdrawn
HGNC:402	ALDH1A1	Approved
HGNC:15472	ALDH1A2	Approved
HGNC:409	ALDH1A3	Approved
HGNC:407	ALDH1B1	Approved
HGNC:3978	ALDH1L1	Approved
HGNC:40244	ALDH1L1-AS1	Approved
HGNC:42446	ALDH1L1-AS2	Approved
HGNC:26777	ALDH1L2	Approved
HGNC:404	ALDH2	Approved
HGNC:405	ALDH3A1	Approved
HGNC:403	ALDH3A2	Approved
HGNC:410	ALDH3B1	Approved
HGNC:411	ALDH3B2	Approved
HGNC:406	ALDH4A1	Approved
HGNC:408	ALDH5A1	Approved
HGNC:7179	ALDH6A1	Approved
HGNC:877	ALDH7A1	Approved
HGNC:878	ALDH7A1P1	Approved
HGNC:879	ALDH7A1P2	Approved
HGNC:880	ALDH7A1P3	Approved
HGNC:881	ALDH7A1P4	Approved
HGNC:15471	ALDH8A1	Approved
HGNC:412	ALDH9A1	Approved
HGNC:28114	ALDH16A1	Approved
HGNC:9722	ALDH18A1	Approved
HGNC:413	ALDL1	Symbol Withdrawn
HGNC:414	ALDOA	Approved
HGNC:415	ALDOAP1	Approved
HGNC:416	ALDOAP2	Approved
HGNC:417	ALDOB	Approved
HGNC:418	ALDOC	Approved
HGNC:419	ALDR1	Symbol Withdrawn
HGNC:421	ALDRL2	Entry Withdrawn
HGNC:424	ALDRL5	Entry Withdrawn
HGNC:426	ALFN1	Entry Withdrawn
HGNC:18294	ALG1	Approved
HGNC:33721	ALG1L	Approved
HGNC:37258	ALG1L2	Approved
HGNC:44372	ALG1L3P	Approved
HGNC:44374	ALG1L5P	Approved
HGNC:44375	ALG1L6P	Approved
HGNC:44376	ALG1L7P	Approved
HGNC:44377	ALG1L8P	Approved
HGNC:44378	ALG1L9P	Approved
HGNC:44379	ALG1L10P	Approved
HGNC:44380	ALG1L11P	Approved
HGNC:44381	ALG1L12P	Approved
HGNC:44382	ALG1L13P	Approved
HGNC:44383	ALG1L14P	Approved
HGNC:44384	ALG1L15P	Approved
HGNC:23159	ALG2	Approved
HGNC:23056	ALG3	Approved
HGNC:45159	ALG3P1	Approved
HGNC:20266	ALG5	Approved
HGNC:23157	ALG6	Approved
HGNC:23161	ALG8	Approved
HGNC:15672	ALG9	Approved
HGNC:41409	ALG9-IT1	Approved
HGNC:23162	ALG10	Approved
HGNC:31088	ALG10B	Approved
HGNC:32456	ALG11	Approved
HGNC:19358	ALG12	Approved
HGNC:30881	ALG13	Approved
HGNC:41277	ALG13-AS1	Approved
HGNC:28287	ALG14	Approved
HGNC:41192	ALG14-AS1	Approved
HGNC:427	ALK	Approved
HGNC:33775	ALKAL1	Approved
HGNC:27683	ALKAL2	Approved
HGNC:17911	ALKBH1	Approved
HGNC:32487	ALKBH2	Approved
HGNC:30141	ALKBH3	Approved
HGNC:48670	ALKBH3-AS1	Approved
HGNC:21900	ALKBH4	Approved
HGNC:25996	ALKBH5	Approved
HGNC:28243	ALKBH6	Approved
HGNC:21306	ALKBH7	Approved
HGNC:25189	ALKBH8	Approved
HGNC:17377	ALLC	Approved
HGNC:428	ALMS1	Approved
HGNC:41305	ALMS1-IT1	Approved
HGNC:29586	ALMS1P1	Approved
HGNC:435	ALOX5	Approved
HGNC:436	ALOX5AP	Approved
HGNC:429	ALOX12	Approved
HGNC:51342	ALOX12-AS1	Approved
HGNC:430	ALOX12B	Approved
HGNC:431	ALOX12P1	Approved
HGNC:432	ALOX12P2	Approved
HGNC:433	ALOX15	Approved
HGNC:434	ALOX15B	Approved
HGNC:13742	ALOX15P1	Approved
HGNC:39027	ALOX15P2	Approved
HGNC:13743	ALOXE3	Approved
HGNC:44238	ALOXE3P1	Approved
HGNC:441	ALPG	Approved
HGNC:437	ALPI	Approved
HGNC:20917	ALPK1	Approved
HGNC:20565	ALPK2	Approved
HGNC:17574	ALPK3	Approved
HGNC:438	ALPL	Approved
HGNC:439	ALPP	Approved
HGNC:440	ALPPL1	Entry Withdrawn
HGNC:14016	ALPPP	Approved
HGNC:442	ALS1	Symbol Withdrawn
HGNC:443	ALS2	Approved
HGNC:20605	ALS2CL	Approved
HGNC:13204	ALS2CR1	Symbol Withdrawn
HGNC:14433	ALS2CR6	Symbol Withdrawn
HGNC:14441	ALS2CR14	Symbol Withdrawn
HGNC:14443	ALS2CR16	Symbol Withdrawn
HGNC:14444	ALS2CR17	Symbol Withdrawn
HGNC:14445	ALS2CR18	Symbol Withdrawn
HGNC:444	ALS3	Entry Withdrawn
HGNC:446	ALS5	Symbol Withdrawn
HGNC:34540	ALS6	Symbol Withdrawn
HGNC:34539	ALS7	Entry Withdrawn
HGNC:448	ALUNC	Symbol Withdrawn
HGNC:1494	ALX1	Approved
HGNC:449	ALX3	Approved
HGNC:450	ALX4	Approved
HGNC:19071	ALYREF	Approved
HGNC:451	AMACR	Approved
HGNC:452	AMBN	Approved
HGNC:453	AMBP	Approved
HGNC:25990	AMBRA1	Approved
HGNC:454	AMCD1	Symbol Withdrawn
HGNC:455	AMCD2B	Symbol Withdrawn
HGNC:456	AMCN	Entry Withdrawn
HGNC:457	AMD1	Approved
HGNC:44898	AMD1P1	Approved
HGNC:460	AMD1P2	Approved
HGNC:51608	AMD1P3	Approved
HGNC:51609	AMD1P4	Approved
HGNC:458	AMD2	Symbol Withdrawn
HGNC:28577	AMDHD1	Approved
HGNC:24262	AMDHD2	Approved
HGNC:459	AMDM	Symbol Withdrawn
HGNC:461	AMELX	Approved
HGNC:462	AMELY	Approved
HGNC:26837	AMER1	Approved
HGNC:26360	AMER2	Approved
HGNC:26771	AMER3	Approved
HGNC:463	AMFR	Approved
HGNC:464	AMH	Approved
HGNC:465	AMHR2	Approved
HGNC:20824	AMIGO1	Approved
HGNC:24073	AMIGO2	Approved
HGNC:24075	AMIGO3	Approved
HGNC:466	AMLCR2	Approved
HGNC:467	AMMECR1	Approved
HGNC:41306	AMMECR1-IT1	Approved
HGNC:28658	AMMECR1L	Approved
HGNC:39809	AMMECR1LP1	Approved
HGNC:14604	AMN	Approved
HGNC:27281	AMN1	Approved
HGNC:17810	AMOT	Approved
HGNC:17811	AMOTL1	Approved
HGNC:17812	AMOTL2	Approved
HGNC:468	AMPD1	Approved
HGNC:469	AMPD2	Approved
HGNC:470	AMPD3	Approved
HGNC:471	AMPH	Approved
HGNC:472	AMPHL	Symbol Withdrawn
HGNC:473	AMT	Approved
HGNC:33188	AMTN	Approved
HGNC:474	AMY1A	Approved
HGNC:475	AMY1B	Approved
HGNC:476	AMY1C	Approved
HGNC:477	AMY2A	Approved
HGNC:478	AMY2B	Approved
HGNC:479	AMYP1	Approved
HGNC:22231	AMZ1	Approved
HGNC:28041	AMZ2	Approved
HGNC:26491	AMZ2P1	Approved
HGNC:38072	AMZ2P2	Approved
HGNC:480	AN1	Symbol Withdrawn
HGNC:481	AN2	Symbol Withdrawn
HGNC:19988	ANAPC1	Approved
HGNC:44150	ANAPC1P1	Approved
HGNC:19989	ANAPC2	Approved
HGNC:19990	ANAPC4	Approved
HGNC:15713	ANAPC5	Approved
HGNC:17380	ANAPC7	Approved
HGNC:24077	ANAPC10	Approved
HGNC:33976	ANAPC10P1	Approved
HGNC:14452	ANAPC11	Approved
HGNC:24540	ANAPC13	Approved
HGNC:24531	ANAPC15	Approved
HGNC:26976	ANAPC16	Approved
HGNC:482	ANCR	Approved
HGNC:33355	ANE1	Symbol Withdrawn
HGNC:483	ANG	Approved
HGNC:19961	ANGEL1	Approved
HGNC:30534	ANGEL2	Approved
HGNC:484	ANGPT1	Approved
HGNC:485	ANGPT2	Approved
HGNC:486	ANGPT3	Symbol Withdrawn
HGNC:487	ANGPT4	Approved
HGNC:488	ANGPT5	Symbol Withdrawn
HGNC:489	ANGPTL1	Approved
HGNC:490	ANGPTL2	Approved
HGNC:491	ANGPTL3	Approved
HGNC:16039	ANGPTL4	Approved
HGNC:19705	ANGPTL5	Approved
HGNC:23140	ANGPTL6	Approved
HGNC:24078	ANGPTL7	Approved
HGNC:24933	ANGPTL8	Approved
HGNC:40024	ANHX	Approved
HGNC:17627	ANIB1	Entry Withdrawn
HGNC:31941	ANIB2	Entry Withdrawn
HGNC:31942	ANIB3	Entry Withdrawn
HGNC:31943	ANIB4	Entry Withdrawn
HGNC:492	ANK1	Approved
HGNC:493	ANK2	Approved
HGNC:40076	ANK2-AS1	Approved
HGNC:494	ANK3	Approved
HGNC:54102	ANK3-DT	Approved
HGNC:26350	ANKAR	Approved
HGNC:28002	ANKDD1A	Approved
HGNC:32525	ANKDD1B	Approved
HGNC:15803	ANKEF1	Approved
HGNC:26766	ANKFN1	Approved
HGNC:20763	ANKFY1	Approved
HGNC:15492	ANKH	Approved
HGNC:24714	ANKHD1	Approved
HGNC:33530	ANKHD1-EIF4EBP3	Approved
HGNC:22215	ANKIB1	Approved
HGNC:21027	ANKK1	Approved
HGNC:14588	ANKL1	Symbol Withdrawn
HGNC:26812	ANKLE1	Approved
HGNC:29101	ANKLE2	Approved
HGNC:20987	ANKMY1	Approved
HGNC:25370	ANKMY2	Approved
HGNC:13208	ANKRA2	Approved
HGNC:15819	ANKRD1	Approved
HGNC:495	ANKRD2	Approved
HGNC:17280	ANKRD6	Approved
HGNC:18588	ANKRD7	Approved
HGNC:20096	ANKRD9	Approved
HGNC:20265	ANKRD10	Approved
HGNC:39891	ANKRD10-IT1	Approved
HGNC:21316	ANKRD11	Approved
HGNC:29135	ANKRD12	Approved
HGNC:21268	ANKRD13A	Approved
HGNC:26363	ANKRD13B	Approved
HGNC:25374	ANKRD13C	Approved
HGNC:27880	ANKRD13D	Approved
HGNC:23431	ANKRD14	Symbol Withdrawn
HGNC:23471	ANKRD16	Approved
HGNC:23575	ANKRD17	Approved
HGNC:23643	ANKRD18A	Approved
HGNC:23644	ANKRD18B	Approved
HGNC:43601	ANKRD18CP	Approved
HGNC:28016	ANKRD18DP	Approved
HGNC:43609	ANKRD18EP	Approved
HGNC:22567	ANKRD19P	Approved
HGNC:23665	ANKRD20A1	Approved
HGNC:31979	ANKRD20A2	Approved
HGNC:31981	ANKRD20A3	Approved
HGNC:31982	ANKRD20A4	Approved
HGNC:33833	ANKRD20A5P	Approved
HGNC:37714	ANKRD20A6P	Approved
HGNC:31980	ANKRD20A7P	Approved
HGNC:23666	ANKRD20A8P	Approved
HGNC:42023	ANKRD20A9P	Approved
HGNC:39707	ANKRD20A10P	Approved
HGNC:42024	ANKRD20A11P	Approved
HGNC:43603	ANKRD20A12P	Approved
HGNC:43604	ANKRD20A13P	Approved
HGNC:43605	ANKRD20A14P	Approved
HGNC:43606	ANKRD20A15P	Approved
HGNC:43607	ANKRD20A16P	Approved
HGNC:43608	ANKRD20A17P	Approved
HGNC:23756	ANKRD20A18P	Approved
HGNC:42737	ANKRD20A19P	Approved
HGNC:32319	ANKRD20A20P	Approved
HGNC:52329	ANKRD20A21P	Approved
HGNC:28321	ANKRD22	Approved
HGNC:24470	ANKRD23	Approved
HGNC:29424	ANKRD24	Approved
HGNC:29186	ANKRD26	Approved
HGNC:32955	ANKRD26P1	Approved
HGNC:39687	ANKRD26P2	Approved
HGNC:39689	ANKRD26P3	Approved
HGNC:39690	ANKRD26P4	Approved
HGNC:25310	ANKRD27	Approved
HGNC:29024	ANKRD28	Approved
HGNC:27110	ANKRD29	Approved
HGNC:17234	ANKRD30A	Approved
HGNC:24165	ANKRD30B	Approved
HGNC:35167	ANKRD30BL	Approved
HGNC:19722	ANKRD30BP1	Approved
HGNC:16620	ANKRD30BP2	Approved
HGNC:27873	ANKRD30BP3	Approved
HGNC:26853	ANKRD31	Approved
HGNC:13788	ANKRD33	Approved
HGNC:35240	ANKRD33B	Approved
HGNC:41298	ANKRD33B-AS1	Approved
HGNC:41506	ANKRD33B-IT1	Entry Withdrawn
HGNC:27639	ANKRD34A	Approved
HGNC:33736	ANKRD34B	Approved
HGNC:33888	ANKRD34C	Approved
HGNC:48618	ANKRD34C-AS1	Approved
HGNC:26323	ANKRD35	Approved
HGNC:24079	ANKRD36	Approved
HGNC:29333	ANKRD36B	Approved
HGNC:28169	ANKRD36BP1	Approved
HGNC:33607	ANKRD36BP2	Approved
HGNC:32946	ANKRD36C	Approved
HGNC:37759	ANKRD36P1	Approved
HGNC:29593	ANKRD37	Approved
HGNC:28640	ANKRD39	Approved
HGNC:28233	ANKRD40	Approved
HGNC:26080	ANKRD40CL	Approved
HGNC:26752	ANKRD42	Approved
HGNC:25259	ANKRD44	Approved
HGNC:41090	ANKRD44-AS1	Approved
HGNC:41477	ANKRD44-IT1	Approved
HGNC:24786	ANKRD45	Approved
HGNC:27229	ANKRD46	Approved
HGNC:25970	ANKRD49	Approved
HGNC:54619	ANKRD49P1	Approved
HGNC:54620	ANKRD49P2	Approved
HGNC:54621	ANKRD49P3	Approved
HGNC:54622	ANKRD49P4	Approved
HGNC:29223	ANKRD50	Approved
HGNC:26614	ANKRD52	Approved
HGNC:25691	ANKRD53	Approved
HGNC:25185	ANKRD54	Approved
HGNC:39214	ANKRD54P1	Approved
HGNC:25681	ANKRD55	Approved
HGNC:16217	ANKRD60	Approved
HGNC:22467	ANKRD61	Approved
HGNC:35241	ANKRD62	Approved
HGNC:42363	ANKRD62P1	Approved
HGNC:42393	ANKRD62P1-PARP4P3	Approved
HGNC:40027	ANKRD63	Approved
HGNC:42950	ANKRD65	Approved
HGNC:44669	ANKRD66	Approved
HGNC:20961	ANKS1A	Approved
HGNC:24600	ANKS1B	Approved
HGNC:29422	ANKS3	Approved
HGNC:26795	ANKS4B	Approved
HGNC:26724	ANKS6	Approved
HGNC:29642	ANKUB1	Approved
HGNC:25527	ANKZF1	Approved
HGNC:14082	ANLN	Approved
HGNC:21625	ANO1	Approved
HGNC:40016	ANO1-AS1	Approved
HGNC:1183	ANO2	Approved
HGNC:14004	ANO3	Approved
HGNC:54190	ANO3-AS1	Approved
HGNC:23837	ANO4	Approved
HGNC:27337	ANO5	Approved
HGNC:25240	ANO6	Approved
HGNC:31677	ANO7	Approved
HGNC:32248	ANO7L1	Approved
HGNC:29329	ANO8	Approved
HGNC:20679	ANO9	Approved
HGNC:25519	ANO10	Approved
HGNC:498	ANOP1	Entry Withdrawn
HGNC:6211	ANOS1	Approved
HGNC:6214	ANOS2P	Approved
HGNC:499	ANP	Symbol Withdrawn
HGNC:13233	ANP32A	Approved
HGNC:25672	ANP32A-IT1	Approved
HGNC:42949	ANP32AP1	Approved
HGNC:16677	ANP32B	Approved
HGNC:24267	ANP32BP1	Approved
HGNC:38552	ANP32BP2	Approved
HGNC:44089	ANP32BP3	Approved
HGNC:16675	ANP32C	Approved
HGNC:16676	ANP32D	Approved
HGNC:16673	ANP32E	Approved
HGNC:500	ANPEP	Approved
HGNC:501	ANPRA	Symbol Withdrawn
HGNC:502	ANPRB	Symbol Withdrawn
HGNC:503	ANPRC	Symbol Withdrawn
HGNC:504	ANT1	Symbol Withdrawn
HGNC:505	ANT2	Symbol Withdrawn
HGNC:506	ANT3	Symbol Withdrawn
HGNC:14152	ANTKMT	Approved
HGNC:508	ANTP2	Entry Withdrawn
HGNC:509	ANTP3	Symbol Withdrawn
HGNC:510	ANTP4	Entry Withdrawn
HGNC:21014	ANTXR1	Approved
HGNC:21732	ANTXR2	Approved
HGNC:27277	ANTXRL	Approved
HGNC:45004	ANTXRLP1	Approved
HGNC:514	ANX1	Symbol Withdrawn
HGNC:517	ANX2	Symbol Withdrawn
HGNC:518	ANX2L1	Symbol Withdrawn
HGNC:519	ANX2L2	Symbol Withdrawn
HGNC:520	ANX2L3	Symbol Withdrawn
HGNC:521	ANX2L4	Symbol Withdrawn
HGNC:522	ANX2LG	Symbol Withdrawn
HGNC:523	ANX2P1	Symbol Withdrawn
HGNC:524	ANX2P2	Symbol Withdrawn
HGNC:525	ANX2P3	Symbol Withdrawn
HGNC:526	ANX3	Symbol Withdrawn
HGNC:528	ANX4	Symbol Withdrawn
HGNC:529	ANX5	Symbol Withdrawn
HGNC:530	ANX6	Symbol Withdrawn
HGNC:531	ANX7	Symbol Withdrawn
HGNC:532	ANX8	Symbol Withdrawn
HGNC:515	ANX11	Symbol Withdrawn
HGNC:516	ANX13	Symbol Withdrawn
HGNC:527	ANX31	Symbol Withdrawn
HGNC:533	ANXA1	Approved
HGNC:537	ANXA2	Approved
HGNC:538	ANXA2P1	Approved
HGNC:539	ANXA2P2	Approved
HGNC:540	ANXA2P3	Approved
HGNC:33463	ANXA2R	Approved
HGNC:541	ANXA3	Approved
HGNC:542	ANXA4	Approved
HGNC:543	ANXA5	Approved
HGNC:544	ANXA6	Approved
HGNC:545	ANXA7	Approved
HGNC:546	ANXA8	Approved
HGNC:23334	ANXA8L1	Approved
HGNC:23335	ANXA8L2	Symbol Withdrawn
HGNC:547	ANXA9	Approved
HGNC:534	ANXA10	Approved
HGNC:535	ANXA11	Approved
HGNC:536	ANXA13	Approved
HGNC:548	AOAH	Approved
HGNC:41307	AOAH-IT1	Approved
HGNC:80	AOC1	Approved
HGNC:549	AOC2	Approved
HGNC:550	AOC3	Approved
HGNC:48869	AOC4P	Approved
HGNC:551	AOM	Symbol Withdrawn
HGNC:552	AOP1	Symbol Withdrawn
HGNC:1361	AOPEP	Approved
HGNC:553	AOX1	Approved
HGNC:18450	AOX2P	Approved
HGNC:19049	AOX3P	Approved
HGNC:53766	AOX3P-AOX2P	Approved
HGNC:28808	AP1AR	Approved
HGNC:554	AP1B1	Approved
HGNC:297	AP1B1P1	Approved
HGNC:298	AP1B1P2	Approved
HGNC:555	AP1G1	Approved
HGNC:556	AP1G2	Approved
HGNC:13667	AP1M1	Approved
HGNC:558	AP1M2	Approved
HGNC:559	AP1S1	Approved
HGNC:560	AP1S2	Approved
HGNC:50752	AP1S2P1	Approved
HGNC:18971	AP1S3	Approved
HGNC:561	AP2A1	Approved
HGNC:562	AP2A2	Approved
HGNC:563	AP2B1	Approved
HGNC:564	AP2M1	Approved
HGNC:565	AP2S1	Approved
HGNC:566	AP3B1	Approved
HGNC:567	AP3B2	Approved
HGNC:568	AP3D1	Approved
HGNC:569	AP3M1	Approved
HGNC:570	AP3M2	Approved
HGNC:2013	AP3S1	Approved
HGNC:571	AP3S2	Approved
HGNC:572	AP4B1	Approved
HGNC:44114	AP4B1-AS1	Approved
HGNC:573	AP4E1	Approved
HGNC:574	AP4M1	Approved
HGNC:575	AP4S1	Approved
HGNC:25104	AP5B1	Approved
HGNC:20192	AP5M1	Approved
HGNC:15875	AP5S1	Approved
HGNC:22197	AP5Z1	Approved
HGNC:576	APAF1	Approved
HGNC:577	APAH1	Symbol Withdrawn
HGNC:578	APBA1	Approved
HGNC:579	APBA2	Approved
HGNC:580	APBA3	Approved
HGNC:581	APBB1	Approved
HGNC:17379	APBB1IP	Approved
HGNC:582	APBB2	Approved
HGNC:20708	APBB3	Approved
HGNC:583	APC	Approved
HGNC:24036	APC2	Approved
HGNC:15718	APCDD1	Approved
HGNC:26892	APCDD1L	Approved
HGNC:27152	APCDD1L-DT	Approved
HGNC:584	APCS	Approved
HGNC:585	APECED	Symbol Withdrawn
HGNC:586	APEH	Approved
HGNC:48925	APELA	Approved
HGNC:587	APEX1	Approved
HGNC:17889	APEX2	Approved
HGNC:29509	APH1A	Approved
HGNC:24080	APH1B	Approved
HGNC:13511	API1	Symbol Withdrawn
HGNC:13512	API2	Symbol Withdrawn
HGNC:13513	API3	Symbol Withdrawn
HGNC:13514	API4	Symbol Withdrawn
HGNC:594	API5	Approved
HGNC:595	API5P1	Approved
HGNC:39070	API5P2	Approved
HGNC:596	API6	Symbol Withdrawn
HGNC:17581	APIP	Approved
HGNC:28724	APLF	Approved
HGNC:16665	APLN	Approved
HGNC:339	APLNR	Approved
HGNC:597	APLP1	Approved
HGNC:598	APLP2	Approved
HGNC:13238	APMAP	Approved
HGNC:599	APNH	Symbol Withdrawn
HGNC:600	APOA1	Approved
HGNC:40079	APOA1-AS	Approved
HGNC:601	APOA2	Approved
HGNC:602	APOA4	Approved
HGNC:17288	APOA5	Approved
HGNC:6669	APOAL	Symbol Withdrawn
HGNC:603	APOB	Approved
HGNC:604	APOBEC1	Approved
HGNC:605	APOBEC2	Approved
HGNC:17343	APOBEC3A	Approved
HGNC:44196	APOBEC3A_B	Approved
HGNC:43835	APOBEC3AP1	Approved
HGNC:17352	APOBEC3B	Approved
HGNC:43836	APOBEC3B-AS1	Approved
HGNC:17353	APOBEC3C	Approved
HGNC:17354	APOBEC3D	Approved
HGNC:17355	APOBEC3E	Symbol Withdrawn
HGNC:17356	APOBEC3F	Approved
HGNC:17357	APOBEC3G	Approved
HGNC:24100	APOBEC3H	Approved
HGNC:32152	APOBEC4	Approved
HGNC:606	APOBER1	Entry Withdrawn
HGNC:24087	APOBR	Approved
HGNC:607	APOC1	Approved
HGNC:608	APOC1P1	Approved
HGNC:609	APOC2	Approved
HGNC:610	APOC3	Approved
HGNC:611	APOC4	Approved
HGNC:44426	APOC4-APOC2	Approved
HGNC:612	APOD	Approved
HGNC:613	APOE	Approved
HGNC:614	APOEL1	Entry Withdrawn
HGNC:615	APOF	Approved
HGNC:616	APOH	Approved
HGNC:617	APOJ	Symbol Withdrawn
HGNC:618	APOL1	Approved
HGNC:619	APOL2	Approved
HGNC:14868	APOL3	Approved
HGNC:14867	APOL4	Approved
HGNC:14869	APOL5	Approved
HGNC:14870	APOL6	Approved
HGNC:25268	APOLD1	Approved
HGNC:13916	APOM	Approved
HGNC:53942	APONP	Approved
HGNC:28727	APOO	Approved
HGNC:24009	APOOL	Approved
HGNC:48739	APOOP1	Approved
HGNC:48740	APOOP2	Approved
HGNC:48741	APOOP3	Approved
HGNC:48742	APOOP4	Approved
HGNC:48743	APOOP5	Approved
HGNC:620	APP	Approved
HGNC:622	APPBP2	Approved
HGNC:623	APPL	Entry Withdrawn
HGNC:24035	APPL1	Approved
HGNC:624	APPL2	Symbol Withdrawn
HGNC:18242	APPL2	Approved
